Maximum tile size 7x7
13,13,11,20982,1.663005,0.15
Maximum tile size 6x6
13,13,12,123714,5.862063,0.76
Maximum tile size 5x5
13,13,12,6888,0.551796,0.35
Maximum tile size 4x4
13,13,20,793352,44.441197,0.18
Maximum tile size 3x3
13,13,29,5302002,254.189083,0.29
Maximum tile size 2x2
