       1,       1
       2,       1,       1
     354,      13,      11,       8
     355,      15,       9,       7
     356,      16,      10
     357,      16,      10,       1
     358,      14,       9,       9
     359,      11,      11,       9,       6
     360,      18,       6
     361,      19
     362,      19,       1
     363,      11,      11,      11
     364,      18,       6,       2
     365,      14,      13
     366,      14,      11,       7
     367,      11,      11,      10,       5
     368,      12,      12,       8,       4
     369,      15,      12
     370,      17,       9
     371,      13,      11,       9
     372,      16,      10,       4
     373,      18,       7
     374,      13,      13,       6
     375,      13,      10,       9,       5
     376,      14,      12,       6
     377,      16,      11
     378,      15,      12,       3
     379,      17,       9,       3
     380,      12,      10,      10,       6
     381,      14,      11,       8
     382,      15,      11,       6
     383,      11,      10,       9,       9
     384,      16,       8,       8
     385,      15,      12,       4
     386,      19,       5
     387,      13,      13,       7
     388,      18,       8
     389,      17,      10
     390,      13,      11,      10
     391,      11,      11,      10,       7
     392,      14,      14
     393,      14,      14,       1
     394,      15,      13
     395,      15,      11,       7
     396,      14,      10,      10
     397,      19,       6
     398,      14,      11,       9
     399,      11,      11,      11,       6
     400,      20
     401,      20,       1
     402,      13,      13,       8
     403,      15,      13,       3
     404,      20,       2
     405,      18,       9
     406,      15,      10,       9
     407,      13,      11,       9,       6
     408,      14,      14,       4
     409,      20,       3
     410,      17,      11
     411,      13,      11,      11
     412,      11,      11,      11,       7
     413,      13,      12,      10
     414,      14,      13,       7
     415,      13,      11,      10,       5
     416,      20,       4
     417,      14,      11,      10
     418,      15,      12,       7
     419,      13,      13,       9
     420,      16,      10,       8
     421,      15,      14
     422,      15,      14,       1
     423,      11,      11,      10,       9
     424,      18,      10
     425,      16,      13
     426,      16,      11,       7
     427,      15,      11,       9
     428,      14,      14,       6
     429,      14,      13,       8
     430,      15,      13,       6
     431,      13,      10,       9,       9
     432,      12,      12,      12
     433,      17,      12
     434,      13,      12,      11
     435,      17,      11,       5
     436,      20,       6
     437,      15,      14,       4
     438,      13,      13,      10
     439,      13,      11,      10,       7
     440,      14,      12,      10
     441,      21
     442,      19,       9
     443,      15,      13,       7
     444,      11,      11,      11,       9
     445,      18,      11
     446,      14,      13,       9
     447,      13,      11,      11,       6
     448,      12,      12,      12,       4
     449,      20,       7
     450,      15,      15
     451,      15,      15,       1
     452,      16,      14
     453,      16,      14,       1
     454,      15,      15,       2
     455,      13,      13,       9,       6
     456,      14,      14,       8
     457,      21,       4
     458,      17,      13
     459,      13,      13,      11
     460,      18,      10,       6
     461,      19,      10
     462,      17,      13,       2
     463,      11,      11,      11,      10
     464,      20,       8
     465,      14,      13,      10
     466,      21,       5
     467,      15,      11,      11
     468,      18,      12
     469,      15,      12,      10
     470,      15,      14,       7
     471,      13,      11,      10,       9
     472,      18,      12,       2
     473,      14,      14,       9
     474,      16,      13,       7
     475,      15,      13,       9
     476,      14,      12,      10,       6
     477,      21,       6
     478,      19,       9,       6
     479,      14,      11,       9,       9
     480,      20,       8,       4
     481,      16,      15
     482,      19,      11
     483,      17,      13,       5
     484,      22
     485,      17,      14
     486,      14,      13,      11
     487,      13,      13,      10,       7
     488,      22,       2
     489,      16,      13,       8
     490,      21,       7
     491,      17,      11,       9
     492,      14,      14,      10
     493,      18,      13
     494,      15,      13,      10
     495,      13,      13,      11,       6
     496,      12,      12,      12,       8
     497,      16,      15,       4
     498,      16,      11,      11
     499,      15,      15,       7
     500,      20,      10
     501,      16,      14,       7
     502,      15,      14,       9
     503,      15,      11,      11,       6
     504,      18,      12,       6
     505,      19,      12
     506,      16,      13,       9
     507,      13,      13,      13
     508,      13,      13,      11,       7
     509,      22,       5
     510,      17,      11,      10
     511,      13,      11,      11,      10
     512,      16,      16
     513,      14,      14,      11
     514,      17,      15
     515,      15,      13,      11
     516,      16,      14,       8
     517,      16,      15,       6
     518,      17,      15,       2
     519,      13,      13,      10,       9
     520,      18,      14
     521,      20,      11
     522,      21,       9
     523,      17,      15,       3
     524,      18,      10,      10
     525,      16,      13,      10
     526,      18,      11,       9
     527,      14,      13,       9,       9
     528,      16,      16,       4
     529,      23
     530,      19,      13
     531,      15,      15,       9
     532,      18,      12,       8
     533,      22,       7
     534,      14,      13,      13
     535,      14,      13,      11,       7
     536,      14,      14,      12
     537,      16,      16,       5
     538,      23,       3
     539,      17,      13,       9
     540,      13,      13,      11,       9
     541,      21,      10
     542,      15,      14,      11
     543,      13,      13,      13,       6
     544,      20,      12
     545,      17,      16
     546,      16,      13,      11
     547,      21,       9,       5
     548,      22,       8
     549,      18,      15
     550,      15,      15,      10
     551,      15,      13,      11,       6
     552,      16,      14,      10
     553,      18,      15,       2
     554,      23,       5
     555,      19,      13,       5
     556,      18,      14,       6
     557,      19,      14
     558,      17,      13,      10
     559,      13,      13,      11,      10
     560,      20,      12,       4
     561,      14,      14,      13
     562,      21,      11
     563,      15,      13,      13
     564,      20,      10,       8
     565,      22,       9
     566,      17,      14,       9
     567,      14,      13,      11,       9
     568,      18,      12,      10
     569,      20,      13
     570,      17,      16,       5
     571,      15,      15,      11
     572,      14,      14,      12,       6
     573,      16,      14,      11
     574,      18,      13,       9
     575,      15,      13,      10,       9
     576,      24
     577,      24,       1
     578,      17,      17
     579,      17,      13,      11
     580,      18,      16
     581,      16,      15,      10
     582,      17,      17,       2
     583,      14,      13,      13,       7
     584,      22,      10
     585,      21,      12
     586,      19,      15
     587,      17,      17,       3
     588,      14,      14,      14
     589,      18,      12,      11
     590,      15,      14,      13
     591,      15,      14,      11,       7
     592,      24,       4
     593,      23,       8
     594,      15,      15,      12
     595,      17,      15,       9
     596,      20,      14
     597,      20,      14,       1
     598,      18,      15,       7
     599,      15,      13,      13,       6
     600,      20,      10,      10
     601,      24,       5
     602,      16,      15,      11
     603,      17,      17,       5
     604,      14,      14,      14,       4
     605,      22,      11
     606,      17,      14,      11
     607,      13,      13,      13,      10
     608,      20,      12,       8
     609,      17,      16,       8
     610,      21,      13
     611,      19,      13,       9
     612,      24,       6
     613,      18,      17
     614,      17,      15,      10
     615,      14,      13,      13,       9
     616,      18,      16,       6
     617,      19,      16
     618,      19,      16,       1
     619,      15,      15,      13
     620,      18,      14,      10
     621,      16,      14,      13
     622,      18,      17,       3
     623,      15,      14,      11,       9
     624,      14,      14,      14,       6
     625,      25
     626,      25,       1
     627,      17,      13,      13
     628,      22,      12
     629,      23,      10
     630,      18,      15,       9
     631,      15,      15,      10,       9
     632,      20,      14,       6
     633,      16,      16,      11
     634,      25,       3
     635,      17,      15,      11
     636,      14,      14,      12,      10
     637,      21,      14
     638,      18,      17,       5
     639,      15,      14,      13,       7
     640,      24,       8
     641,      25,       4
     642,      17,      17,       8
     643,      21,      11,       9
     644,      18,      16,       8
     645,      17,      16,      10
     646,      15,      15,      14
     647,      15,      15,      14,       1
     648,      18,      18
     649,      18,      15,      10
     650,      19,      17
     651,      19,      13,      11
     652,      18,      18,       2
     653,      22,      13
     654,      17,      14,      13
     655,      14,      13,      13,      11
     656,      20,      16
     657,      24,       9
     658,      17,      15,      12
     659,      17,      17,       9
     660,      20,      14,       8
     661,      25,       6
     662,      18,      13,      13
     663,      15,      13,      13,      10
     664,      18,      14,      12
     665,      20,      12,      11
     666,      21,      15
     667,      19,      15,       9
     668,      15,      15,      13,       7
     669,      20,      13,      10
     670,      18,      15,      11
     671,      15,      14,      13,       9
     672,      20,      16,       4
     673,      23,      12
     674,      25,       7
     675,      15,      15,      15
     676,      26
     677,      26,       1
     678,      17,      17,      10
     679,      15,      15,      15,       2
     680,      22,      14
     681,      16,      16,      13
     682,      21,      15,       4
     683,      17,      15,      13
     684,      18,      18,       6
     685,      19,      18
     686,      19,      15,      10
     687,      17,      14,      11,       9
     688,      20,      12,      12
     689,      20,      17
     690,      20,      13,      11
     691,      21,      13,       9
     692,      26,       4
     693,      18,      15,      12
     694,      18,      17,       9
     695,      15,      15,      14,       7
     696,      20,      14,      10
     697,      21,      16
     698,      23,      13
     699,      17,      17,      11
     700,      15,      15,      13,       9
     701,      26,       5
     702,      21,      15,       6
     703,      14,      13,      13,      13
     704,      24,       8,       8
     705,      20,      16,       7
     706,      25,       9
     707,      19,      15,      11
     708,      16,      16,      14
     709,      22,      15
     710,      17,      15,      14
     711,      15,      14,      13,      11
     712,      26,       6
     713,      18,      17,      10
     714,      17,      16,      13
     715,      21,      15,       7
     716,      18,      14,      14
     717,      19,      16,      10
     718,      18,      15,      13
     719,      15,      15,      13,      10
     720,      24,      12
     721,      19,      18,       6
     722,      19,      19
     723,      19,      19,       1
     724,      20,      18
     725,      23,      14
     726,      19,      14,      13
     727,      15,      15,      14,       9
     728,      20,      18,       2
     729,      27
     730,      21,      17
     731,      19,      17,       9
     732,      14,      14,      14,      12
     733,      27,       2
     734,      18,      17,      11
     735,      17,      14,      13,       9
     736,      24,      12,       4
     737,      16,      16,      15
     738,      27,       3
     739,      17,      15,      15
     740,      22,      16
     741,      17,      16,      14
     742,      25,       9,       6
     743,      17,      15,      15,       2
     744,      22,      14,       8
     745,      24,      13
     746,      25,      11
     747,      17,      17,      13
     748,      18,      18,      10
     749,      18,      16,      13
     750,      19,      17,      10
     751,      17,      17,      13,       2
     752,      18,      14,      14,       6
     753,      19,      14,      14
     754,      23,      15
     755,      19,      15,      13
     756,      20,      16,      10
     757,      26,       9
     758,      19,      19,       6
     759,      15,      14,      13,      13
     760,      20,      18,       6
     761,      20,      19
     762,      20,      19,       1
     763,      23,      15,       3
     764,      17,      15,      13,       9
     765,      21,      18
     766,      19,      18,       9
     767,      15,      15,      14,      11
     768,      16,      16,      16
     769,      25,      12
     770,      17,      16,      15
     771,      19,      17,      11
     772,      24,      14
     773,      22,      17
     774,      17,      17,      14
     775,      15,      15,      15,      10
     776,      26,      10
     777,      20,      16,      11
     778,      27,       7
     779,      21,      13,      13
     780,      22,      14,      10
     781,      21,      14,      12
     782,      18,      17,      13
     783,      17,      15,      13,      10
     784,      28
     785,      23,      16
     786,      19,      16,      13
     787,      21,      15,      11
     788,      28,       2
     789,      20,      17,      10
     790,      21,      18,       5
     791,      17,      15,      14,       9
     792,      18,      18,      12
     793,      27,       8
     794,      25,      13
     795,      25,      11,       7
     796,      15,      15,      15,      11
     797,      26,      11
     798,      22,      17,       5
     799,      17,      17,      11,      10
     800,      20,      20
     801,      24,      15
     802,      21,      19
     803,      17,      17,      15
     804,      20,      20,       2
     805,      18,      16,      15
     806,      19,      18,      11
     807,      17,      17,      15,       2
     808,      22,      18
     809,      28,       5
     810,      27,       9
     811,      19,      15,      15
     812,      22,      18,       2
     813,      19,      16,      14
     814,      21,      18,       7
     815,      15,      15,      14,      13
     816,      20,      20,       4
     817,      18,      18,      13
     818,      23,      17
     819,      19,      17,      13
     820,      26,      12
     821,      25,      14
     822,      19,      19,      10
     823,      17,      14,      13,      13
     824,      20,      18,      10
     825,      20,      16,      13
     826,      24,      13,       9
     827,      21,      19,       5
     828,      17,      17,      13,       9
     829,      27,      10
     830,      21,      17,      10
     831,      17,      15,      14,      11
     832,      24,      16
     833,      28,       7
     834,      17,      17,      16
     835,      21,      15,      13
     836,      18,      16,      16
     837,      22,      17,       8
     838,      18,      17,      15
     839,      17,      15,      15,      10
     840,      22,      16,      10
     841,      29
     842,      29,       1
     843,      19,      19,      11
     844,      18,      18,      14
     845,      22,      19
     846,      19,      17,      14
     847,      17,      17,      13,      10
     848,      28,       8
     849,      20,      20,       7
     850,      25,      15
     851,      21,      17,      11
     852,      20,      16,      14
     853,      23,      18
     854,      19,      18,      13
     855,      17,      17,      14,       9
     856,      26,      12,       6
     857,      29,       4
     858,      20,      17,      13
     859,      25,      15,       3
     860,      17,      15,      15,      11
     861,      20,      19,      10
     862,      21,      15,      14
     863,      18,      17,      13,       9
     864,      20,      20,       8
     865,      24,      17
     866,      29,       5
     867,      17,      17,      17
     868,      20,      18,      12
     869,      18,      17,      16
     870,      22,      19,       5
     871,      15,      15,      15,      14
     872,      26,      14
     873,      27,      12
     874,      21,      17,      12
     875,      19,      17,      15
     876,      22,      14,      14
     877,      29,       6
     878,      22,      15,      13
     879,      17,      15,      14,      13
     880,      18,      18,      14,       6
     881,      25,      16
     882,      21,      21
     883,      21,      19,       9
     884,      22,      20
     885,      20,      17,      14
     886,      21,      18,      11
     887,      18,      15,      13,      13
     888,      22,      20,       2
     889,      22,      18,       9
     890,      23,      19
     891,      19,      19,      13
     892,      17,      17,      17,       5
     893,      20,      18,      13
     894,      22,      17,      11
     895,      17,      17,      14,      11
     896,      24,      16,       8
     897,      25,      16,       4
     898,      27,      13
     899,      21,      17,      13
     900,      30
     901,      26,      15
     902,      18,      17,      17
     903,      17,      17,      15,      10
     904,      30,       2
     905,      28,      11
     906,      19,      17,      16
     907,      21,      21,       5
     908,      22,      18,      10
     909,      30,       3
     910,      19,      18,      15
     911,      18,      17,      17,       3
     912,      20,      16,      16
     913,      24,      16,       9
     914,      25,      17
     915,      23,      19,       5
     916,      30,       4
     917,      22,      17,      12
     918,      19,      19,      14
     919,      18,      17,      15,       9
     920,      20,      18,      14
     921,      20,      20,      11
     922,      29,       9
     923,      21,      19,      11
     924,      17,      17,      15,      11
     925,      22,      21
     926,      21,      17,      14
     927,      18,      17,      17,       5
     928,      28,      12
     929,      23,      20
     930,      20,      19,      13
     931,      21,      21,       7
     932,      26,      16
     933,      22,      20,       7
     934,      21,      18,      13
     935,      17,      15,      15,      14
     936,      30,       6
     937,      24,      19
     938,      23,      20,       3
     939,      19,      17,      17
     940,      30,       6,       2
     941,      29,      10
     942,      22,      17,      13
     943,      17,      17,      14,      13
     944,      20,      20,      12
     945,      20,      17,      16
     946,      21,      19,      12
     947,      19,      19,      15
     948,      22,      20,       8
     949,      25,      18
     950,      22,      21,       5
     951,      18,      17,      13,      13
     952,      22,      18,      12
     953,      28,      13
     954,      27,      15
     955,      21,      17,      15
     956,      19,      17,      15,       9
     957,      20,      19,      14
     958,      25,      18,       3
     959,      18,      17,      15,      11
     960,      20,      20,      12,       4
     961,      31
     962,      29,      11
     963,      21,      21,       9
     964,      30,       8
     965,      26,      17
     966,      22,      19,      11
     967,      17,      17,      17,      10
     968,      22,      22
     969,      20,      20,      13
     970,      23,      21
     971,      21,      19,      13
     972,      18,      18,      18
     973,      24,      19,       6
     974,      19,      18,      17
     975,      19,      17,      15,      10
     976,      24,      20
     977,      31,       4
     978,      19,      19,      16
     979,      23,      15,      15
     980,      28,      14
     981,      30,       9
     982,      21,      21,      10
     983,      18,      17,      17,       9
     984,      22,      20,      10
     985,      27,      16
     986,      25,      19
     987,      23,      17,      13
     988,      17,      17,      17,      11
     989,      22,      19,      12
     990,      21,      18,      15
     991,      19,      18,      15,       9
     992,      24,      20,       4
     993,      22,      22,       5
     994,      25,      15,      12
     995,      23,      21,       5
     996,      20,      20,      14
     997,      31,       6
     998,      21,      19,      14
     999,      17,      17,      15,      14
    1000,      26,      18
    1001,      24,      16,      13
    1002,      25,      16,      11
    1003,      21,      21,      11
    1004,      22,      18,      14
    1005,      22,      20,      11
    1006,      22,      21,       9
    1007,      18,      17,      15,      13
    1008,      18,      18,      18,       6
    1009,      28,      15
    1010,      29,      13
    1011,      19,      19,      17
    1012,      24,      20,       6
    1013,      23,      22
    1014,      22,      19,      13
    1015,      19,      17,      14,      13
    1016,      26,      14,      12
    1017,      24,      21
    1018,      27,      17
    1019,      21,      17,      17
    1020,      19,      17,      17,       9
    1021,      30,      11
    1022,      23,      18,      13
    1023,      18,      17,      17,      11
    1024,      32
    1025,      25,      20
    1026,      21,      21,      12
    1027,      21,      19,      15
    1028,      32,       2
    1029,      22,      17,      16
    1030,      25,      18,       9
    1031,      19,      18,      15,      11
    1032,      22,      22,       8
    1033,      32,       3
    1034,      23,      19,      12
    1035,      25,      17,      11
    1036,      26,      18,       6
    1037,      26,      19
    1038,      23,      22,       5
    1039,      19,      17,      17,      10
    1040,      28,      16
    1041,      22,      19,      14
    1042,      31,       9
    1043,      23,      17,      15
    1044,      30,      12
    1045,      26,      15,      12
    1046,      19,      19,      18
    1047,      19,      19,      15,      10
    1048,      20,      18,      18
    1049,      32,       5
    1050,      20,      19,      17
    1051,      21,      21,      13
    1052,      20,      18,      18,       2
    1053,      27,      18
    1054,      21,      18,      17
    1055,      19,      18,      17,       9
    1056,      20,      20,      16
    1057,      24,      16,      15
    1058,      23,      23
    1059,      23,      19,      13
    1060,      24,      22
    1061,      31,      10
    1062,      22,      17,      17
    1063,      17,      17,      17,      14
    1064,      22,      18,      16
    1065,      26,      17,      10
    1066,      25,      21
    1067,      23,      23,       3
    1068,      22,      22,      10
    1069,      30,      13
    1070,      22,      19,      15
    1071,      18,      17,      17,      13
    1072,      28,      12,      12
    1073,      28,      17
    1074,      23,      17,      16
    1075,      25,      15,      15
    1076,      26,      20
    1077,      23,      22,       8
    1078,      21,      21,      14
    1079,      19,      18,      15,      13
    1080,      22,      20,      14
    1081,      24,      19,      12
    1082,      31,      11
    1083,      19,      19,      19
    1084,      19,      19,      19,       1
    1085,      20,      19,      18
    1086,      23,      19,      14
    1087,      19,      19,      14,      13
    1088,      32,       8
    1089,      33
    1090,      27,      19
    1091,      21,      19,      17
    1092,      26,      20,       4
    1093,      33,       2
    1094,      22,      21,      13
    1095,      19,      18,      17,      11
    1096,      30,      14
    1097,      29,      16
    1098,      33,       3
    1099,      27,      17,       9
    1100,      26,      18,      10
    1101,      22,      19,      16
    1102,      25,      21,       6
    1103,      21,      18,      13,      13
    1104,      28,      16,       8
    1105,      24,      23
    1106,      24,      19,      13
    1107,      21,      21,      15
    1108,      28,      18
    1109,      25,      22
    1110,      25,      17,      14
    1111,      19,      19,      17,      10
    1112,      22,      22,      12
    1113,      23,      22,      10
    1114,      33,       5
    1115,      23,      19,      15
    1116,      18,      18,      18,      12
    1117,      26,      21
    1118,      25,      18,      13
    1119,      19,      19,      19,       6
    1120,      24,      20,      12
    1121,      22,      21,      14
    1122,      20,      19,      19
    1123,      27,      15,      13
    1124,      32,      10
    1125,      30,      15
    1126,      21,      19,      18
    1127,      18,      17,      17,      15
    1128,      26,      16,      14
    1129,      27,      20
    1130,      29,      17
    1131,      29,      13,      11
    1132,      22,      18,      18
    1133,      24,      19,      14
    1134,      22,      19,      17
    1135,      19,      17,      17,      14
    1136,      22,      18,      18,       2
    1137,      22,      22,      13
    1138,      33,       7
    1139,      23,      21,      13
    1140,      22,      20,      16
    1141,      24,      22,       9
    1142,      23,      18,      17
    1143,      19,      18,      17,      13
    1144,      26,      18,      12
    1145,      28,      19
    1146,      23,      19,      16
    1147,      25,      21,       9
    1148,      20,      18,      18,      10
    1149,      28,      14,      13
    1150,      22,      21,      15
    1151,      21,      17,      15,      14
    1152,      24,      24
    1153,      33,       8
    1154,      25,      23
    1155,      25,      19,      13
    1156,      34
    1157,      31,      14
    1158,      23,      23,      10
    1159,      21,      18,      15,      13
    1160,      26,      22
    1161,      20,      20,      19
    1162,      24,      19,      15
    1163,      21,      19,      19
    1164,      22,      22,      14
    1165,      29,      18
    1166,      23,      21,      14
    1167,      19,      19,      18,      11
    1168,      32,      12
    1169,      22,      19,      18
    1170,      27,      21
    1171,      21,      21,      17
    1172,      34,       4
    1173,      22,      20,      17
    1174,      25,      18,      15
    1175,      21,      18,      17,      11
    1176,      26,      20,      10
    1177,      23,      18,      18
    1178,      27,      20,       7
    1179,      23,      19,      17
    1180,      19,      19,      17,      13
    1181,      34,       5
    1182,      23,      22,      13
    1183,      19,      19,      19,      10
    1184,      28,      20
    1185,      23,      20,      16
    1186,      31,      15
    1187,      25,      21,      11
    1188,      24,      24,       6
    1189,      30,      17
    1190,      25,      22,       9
    1191,      18,      17,      17,      17
    1192,      34,       6
    1193,      32,      13
    1194,      25,      20,      13
    1195,      23,      21,      15
    1196,      26,      18,      14
    1197,      26,      20,      11
    1198,      26,      21,       9
    1199,      19,      18,      17,      15
    1200,      20,      20,      20
    1201,      25,      24
    1202,      29,      19
    1203,      25,      17,      17
    1204,      24,      22,      12
    1205,      26,      23
