0->1
     309,       6,       4,       3,       1,       1
     310,       4,       4,       4,       4,       3,       3
     311,       4,       4,       4,       4,       3,       3,       1
     312,       5,       5,       3,       3,       2
     313,       5,       5,       3,       3,       2,       1
     314,       5,       5,       4
     315,       5,       5,       4,       1
     316,       5,       5,       4,       1,       1
     317,       5,       4,       4,       4
     318,       5,       4,       4,       4,       1
     319,       5,       4,       4,       4,       1,       1
     320,       4,       4,       4,       4,       4
     321,       4,       4,       4,       4,       4,       1
     322,       5,       5,       4,       2
     323,       5,       5,       4,       2,       1
     324,       6,       3,       3,       3,       3
     325,       5,       4,       4,       4,       2
     326,       5,       4,       4,       4,       2,       1
     327,       5,       4,       4,       4,       2,       1,       1
     328,       4,       4,       4,       4,       4,       2
     329,       4,       4,       4,       4,       4,       2,       1
     330,       5,       5,       4,       2,       2
     331,       5,       5,       3,       3,       3
     332,       5,       5,       3,       3,       3,       1
     333,       5,       4,       4,       4,       2,       2
     334,       6,       4,       3,       3
     335,       6,       4,       3,       3,       1
     336,       6,       4,       3,       3,       1,       1
     337,       4,       4,       4,       4,       3,       3,       3
     338,       5,       5,       4,       2,       2,       2
     339,       5,       5,       3,       3,       3,       2
     340,       5,       5,       3,       3,       3,       2,       1
     341,       6,       5
     342,       6,       5,       1
     343,       7
     344,       7,       1
     345,       7,       1,       1
     346,       7,       1,       1,       1
     347,       7,       1,       1,       1,       1
     348,       7,       1,       1,       1,       1,       1
     349,       6,       5,       2
     350,       6,       5,       2,       1
     351,       7,       2
     352,       7,       2,       1
     353,       7,       2,       1,       1
     354,       7,       2,       1,       1,       1
     355,       7,       2,       1,       1,       1,       1
     356,       7,       2,       1,       1,       1,       1,       1
     357,       6,       5,       2,       2
     358,       6,       5,       2,       2,       1
     359,       7,       2,       2
     360,       7,       2,       2,       1
     361,       6,       4,       3,       3,       3
     362,       6,       4,       3,       3,       3,       1
     363,       6,       4,       3,       3,       3,       1,       1
     364,       4,       4,       4,       4,       3,       3,       3,       3
     365,       6,       5,       2,       2,       2
     366,       6,       5,       2,       2,       2,       1
     367,       7,       2,       2,       2
     368,       6,       5,       3
     369,       6,       5,       3,       1
     370,       7,       3
     371,       7,       3,       1
     372,       7,       3,       1,       1
     373,       7,       3,       1,       1,       1
     374,       7,       3,       1,       1,       1,       1
     375,       5,       5,       5
     376,       5,       5,       5,       1
     377,       5,       5,       5,       1,       1
     378,       7,       3,       2
     379,       7,       3,       2,       1
     380,       7,       3,       2,       1,       1
     381,       5,       4,       4,       4,       4
     382,       5,       4,       4,       4,       4,       1
     383,       5,       5,       5,       2
     384,       5,       5,       5,       2,       1
     385,       5,       5,       5,       2,       1,       1
     386,       7,       3,       2,       2
     387,       7,       3,       2,       2,       1
     388,       6,       4,       3,       3,       3,       3
     389,       5,       4,       4,       4,       4,       2
     390,       5,       4,       4,       4,       4,       2,       1
     391,       5,       5,       5,       2,       2
     392,       5,       5,       5,       2,       2,       1
     393,       5,       5,       5,       2,       2,       1,       1
     394,       7,       3,       2,       2,       2
     395,       6,       5,       3,       3
     396,       6,       5,       3,       3,       1
     397,       7,       3,       3
     398,       7,       3,       3,       1
     399,       7,       3,       3,       1,       1
     400,       7,       3,       3,       1,       1,       1
     401,       7,       3,       3,       1,       1,       1,       1
     402,       5,       5,       5,       3
     403,       5,       5,       5,       3,       1
     404,       5,       5,       5,       3,       1,       1
     405,       6,       5,       4
     406,       6,       5,       4,       1
     407,       7,       4
     408,       7,       4,       1
     409,       7,       4,       1,       1
     410,       5,       5,       5,       3,       2
     411,       5,       5,       5,       3,       2,       1
     412,       5,       5,       5,       3,       2,       1,       1
     413,       6,       5,       4,       2
     414,       6,       5,       4,       2,       1
     415,       7,       4,       2
     416,       7,       4,       2,       1
     417,       7,       4,       2,       1,       1
     418,       5,       5,       5,       3,       2,       2
     419,       5,       5,       5,       3,       2,       2,       1
     420,       5,       5,       5,       3,       2,       2,       1,       1
     421,       6,       5,       4,       2,       2
     422,       6,       5,       3,       3,       3
     423,       7,       4,       2,       2
     424,       7,       3,       3,       3
     425,       7,       3,       3,       3,       1
     426,       7,       3,       3,       3,       1,       1
     427,       7,       3,       3,       3,       1,       1,       1
     428,       7,       3,       3,       3,       1,       1,       1,       1
     429,       5,       5,       5,       3,       3
     430,       5,       5,       5,       3,       3,       1
     431,       7,       4,       2,       2,       2
     432,       6,       6
     433,       6,       6,       1
     434,       7,       4,       3
     435,       7,       4,       3,       1
     436,       7,       4,       3,       1,       1
     437,       5,       5,       5,       3,       3,       2
     438,       5,       5,       5,       3,       3,       2,       1
     439,       5,       5,       5,       4
     440,       6,       6,       2
     441,       6,       6,       2,       1
     442,       7,       4,       3,       2
     443,       7,       4,       3,       2,       1
     444,       7,       4,       3,       2,       1,       1
     445,       5,       4,       4,       4,       4,       4
     446,       5,       4,       4,       4,       4,       4,       1
     447,       5,       5,       5,       4,       2
     448,       6,       6,       2,       2
     449,       6,       6,       2,       2,       1
     450,       7,       4,       3,       2,       2
     451,       7,       3,       3,       3,       3
     452,       7,       3,       3,       3,       3,       1
     453,       5,       4,       4,       4,       4,       4,       2
     454,       5,       4,       4,       4,       4,       4,       2,       1
     455,       5,       5,       5,       4,       2,       2
     456,       6,       6,       2,       2,       2
     457,       6,       6,       2,       2,       2,       1
     458,       7,       4,       3,       2,       2,       2
     459,       6,       6,       3
     460,       6,       6,       3,       1
     461,       7,       4,       3,       3
     462,       7,       4,       3,       3,       1
     463,       7,       4,       3,       3,       1,       1
     464,       6,       6,       2,       2,       2,       2
     465,       6,       6,       2,       2,       2,       2,       1
     466,       6,       5,       5
     467,       6,       5,       5,       1
     468,       7,       5
     469,       7,       5,       1
     470,       7,       5,       1,       1
     471,       7,       4,       4
     472,       7,       4,       4,       1
     473,       7,       4,       4,       1,       1
     474,       6,       5,       5,       2
     475,       6,       5,       5,       2,       1
     476,       7,       5,       2
     477,       7,       5,       2,       1
     478,       7,       5,       2,       1,       1
     479,       7,       4,       4,       2
     480,       7,       4,       4,       2,       1
     481,       7,       4,       4,       2,       1,       1
     482,       6,       5,       5,       2,       2
     483,       6,       5,       5,       2,       2,       1
     484,       7,       5,       2,       2
     485,       7,       5,       2,       2,       1
     486,       6,       6,       3,       3
     487,       6,       6,       3,       3,       1
     488,       7,       4,       3,       3,       3
     489,       7,       4,       3,       3,       3,       1
     490,       6,       5,       5,       2,       2,       2
     491,       6,       5,       5,       2,       2,       2,       1
     492,       7,       5,       2,       2,       2
     493,       6,       5,       5,       3
     494,       6,       5,       5,       3,       1
     495,       7,       5,       3
     496,       6,       6,       4
     497,       6,       6,       4,       1
     498,       7,       4,       4,       3
     499,       7,       4,       4,       3,       1
     500,       5,       5,       5,       5
     501,       5,       5,       5,       5,       1
     502,       5,       5,       5,       5,       1,       1
     503,       7,       5,       3,       2
     504,       6,       6,       4,       2
     505,       6,       6,       4,       2,       1
     506,       7,       4,       4,       3,       2
     507,       7,       4,       4,       3,       2,       1
     508,       5,       5,       5,       5,       2
     509,       5,       5,       5,       5,       2,       1
     510,       5,       5,       5,       5,       2,       1,       1
     511,       7,       5,       3,       2,       2
     512,       8
     513,       8,       1
     514,       8,       1,       1
     515,       8,       1,       1,       1
     516,       8,       1,       1,       1,       1
     517,       8,       1,       1,       1,       1,       1
     518,       8,       1,       1,       1,       1,       1,       1
     519,       7,       5,       3,       2,       2,       2
     520,       8,       2
     521,       8,       2,       1
     522,       7,       5,       3,       3
     523,       6,       6,       4,       3
     524,       6,       6,       4,       3,       1
     525,       7,       4,       4,       3,       3
     526,       7,       4,       4,       3,       3,       1
     527,       5,       5,       5,       5,       3
     528,       8,       2,       2
     529,       8,       2,       2,       1
     530,       6,       5,       5,       4
     531,       6,       5,       5,       4,       1
     532,       7,       5,       4
     533,       7,       5,       4,       1
     534,       7,       5,       4,       1,       1
     535,       7,       4,       4,       4
     536,       8,       2,       2,       2
     537,       8,       2,       2,       2,       1
     538,       6,       5,       5,       4,       2
     539,       8,       3
     540,       8,       3,       1
     541,       8,       3,       1,       1
     542,       8,       3,       1,       1,       1
     543,       7,       4,       4,       4,       2
     544,       8,       2,       2,       2,       2
     545,       8,       2,       2,       2,       2,       1
     546,       6,       5,       5,       4,       2,       2
     547,       8,       3,       2
     548,       8,       3,       2,       1
     549,       7,       5,       3,       3,       3
     550,       6,       6,       4,       3,       3
     551,       6,       6,       4,       3,       3,       1
     552,       7,       4,       4,       3,       3,       3
     553,       7,       4,       4,       3,       3,       3,       1
     554,       5,       5,       5,       5,       3,       3
     555,       8,       3,       2,       2
     556,       8,       3,       2,       2,       1
     557,       6,       6,       5
     558,       6,       6,       5,       1
     559,       7,       6
     560,       7,       6,       1
     561,       7,       6,       1,       1
     562,       7,       4,       4,       4,       3
     563,       8,       3,       2,       2,       2
     564,       5,       5,       5,       5,       4
     565,       6,       6,       5,       2
     566,       8,       3,       3
     567,       7,       6,       2
     568,       7,       6,       2,       1
     569,       7,       6,       2,       1,       1
     570,       7,       4,       4,       4,       3,       2
     571,       8,       3,       2,       2,       2,       2
     572,       5,       5,       5,       5,       4,       2
     573,       6,       6,       5,       2,       2
     574,       8,       3,       3,       2
     575,       7,       6,       2,       2
     576,       8,       4
     577,       8,       4,       1
     578,       8,       4,       1,       1
     579,       8,       4,       1,       1,       1
     580,       8,       4,       1,       1,       1,       1
     581,       6,       6,       5,       2,       2,       2
     582,       8,       3,       3,       2,       2
     583,       7,       6,       2,       2,       2
     584,       8,       4,       2
     585,       8,       4,       2,       1
     586,       7,       6,       3
     587,       7,       6,       3,       1
     588,       7,       6,       3,       1,       1
     589,       7,       4,       4,       4,       3,       3
     590,       8,       3,       3,       2,       2,       2
     591,       6,       5,       5,       5
     592,       8,       4,       2,       2
     593,       7,       5,       5
     594,       7,       5,       5,       1
     595,       7,       5,       5,       1,       1
     596,       7,       5,       4,       4
     597,       7,       5,       4,       4,       1
     598,       7,       5,       4,       4,       1,       1
     599,       6,       5,       5,       5,       2
     600,       8,       4,       2,       2,       2
     601,       7,       5,       5,       2
     602,       7,       5,       5,       2,       1
     603,       8,       4,       3
     604,       8,       4,       3,       1
     605,       8,       4,       3,       1,       1
     606,       8,       4,       3,       1,       1,       1
     607,       6,       5,       5,       5,       2,       2
     608,       8,       4,       2,       2,       2,       2
     609,       7,       5,       5,       2,       2
     610,       7,       5,       5,       2,       2,       1
     611,       8,       4,       3,       2
     612,       8,       4,       3,       2,       1
     613,       7,       6,       3,       3
     614,       7,       6,       3,       3,       1
     615,       7,       6,       3,       3,       1,       1
     616,       7,       4,       4,       4,       3,       3,       3
     617,       7,       5,       5,       2,       2,       2
     618,       6,       5,       5,       5,       3
     619,       8,       4,       3,       2,       2
     620,       7,       5,       5,       3
     621,       6,       6,       5,       4
     622,       6,       6,       5,       4,       1
     623,       7,       6,       4
     624,       7,       6,       4,       1
     625,       5,       5,       5,       5,       5
     626,       5,       5,       5,       5,       5,       1
     627,       8,       4,       3,       2,       2,       2
     628,       7,       5,       5,       3,       2
     629,       6,       6,       5,       4,       2
     630,       8,       4,       3,       3
     631,       7,       6,       4,       2
     632,       7,       6,       4,       2,       1
     633,       5,       5,       5,       5,       5,       2
     634,       5,       5,       5,       5,       5,       2,       1
     635,       8,       4,       3,       2,       2,       2,       2
     636,       7,       5,       5,       3,       2,       2
     637,       8,       5
     638,       8,       5,       1
     639,       8,       5,       1,       1
     640,       8,       4,       4
     641,       8,       4,       4,       1
     642,       8,       4,       4,       1,       1
     643,       8,       4,       4,       1,       1,       1
     644,       7,       5,       5,       3,       2,       2,       2
     645,       8,       5,       2
     646,       8,       5,       2,       1
     647,       7,       5,       5,       3,       3
     648,       6,       6,       6
     649,       6,       6,       6,       1
     650,       7,       6,       4,       3
     651,       7,       6,       4,       3,       1
     652,       5,       5,       5,       5,       5,       3
     653,       8,       5,       2,       2
     654,       8,       5,       2,       2,       1
     655,       6,       5,       5,       5,       4
     656,       6,       6,       6,       2
     657,       7,       5,       5,       4
     658,       7,       5,       5,       4,       1
     659,       7,       5,       5,       4,       1,       1
     660,       7,       5,       4,       4,       4
     661,       8,       5,       2,       2,       2
     662,       8,       5,       2,       2,       2,       1
     663,       6,       5,       5,       5,       4,       2
     664,       8,       5,       3
     665,       8,       5,       3,       1
     666,       8,       5,       3,       1,       1
     667,       8,       4,       4,       3
     668,       8,       4,       4,       3,       1
     669,       8,       4,       4,       3,       1,       1
     670,       8,       4,       4,       3,       1,       1,       1
     671,       6,       5,       5,       5,       4,       2,       2
     672,       8,       5,       3,       2
     673,       8,       5,       3,       2,       1
     674,       7,       5,       5,       3,       3,       3
     675,       6,       6,       6,       3
     676,       6,       6,       6,       3,       1
     677,       7,       6,       4,       3,       3
     678,       7,       6,       4,       3,       3,       1
     679,       5,       5,       5,       5,       5,       3,       3
     680,       8,       5,       3,       2,       2
     681,       8,       5,       3,       2,       2,       1
     682,       6,       6,       5,       5
     683,       6,       6,       5,       5,       1
     684,       7,       6,       5
     685,       7,       6,       5,       1
     686,       7,       7
     687,       7,       7,       1
     688,       7,       7,       1,       1
     689,       7,       7,       1,       1,       1
     690,       6,       6,       5,       5,       2
     691,       8,       5,       3,       3
     692,       7,       6,       5,       2
     693,       7,       6,       5,       2,       1
     694,       7,       7,       2
     695,       7,       7,       2,       1
     696,       7,       7,       2,       1,       1
     697,       7,       7,       2,       1,       1,       1
     698,       6,       6,       5,       5,       2,       2
     699,       8,       5,       3,       3,       2
     700,       7,       6,       5,       2,       2
     701,       8,       5,       4
     702,       7,       7,       2,       2
     703,       7,       7,       2,       2,       1
     704,       8,       4,       4,       4
     705,       8,       4,       4,       4,       1
     706,       8,       4,       4,       4,       1,       1
     707,       8,       5,       3,       3,       2,       2
     708,       7,       6,       5,       2,       2,       2
     709,       8,       5,       4,       2
     710,       7,       7,       2,       2,       2
     711,       7,       6,       5,       3
     712,       6,       6,       6,       4
     713,       7,       7,       3
     714,       7,       7,       3,       1
     715,       7,       7,       3,       1,       1
     716,       6,       5,       5,       5,       5
     717,       8,       5,       4,       2,       2
     718,       7,       5,       5,       5
     719,       7,       5,       5,       5,       1
     720,       6,       6,       6,       4,       2
     721,       7,       7,       3,       2
     722,       7,       7,       3,       2,       1
     723,       7,       7,       3,       2,       1,       1
     724,       6,       5,       5,       5,       5,       2
     725,       8,       5,       4,       2,       2,       2
     726,       7,       5,       5,       5,       2
     727,       7,       5,       5,       5,       2,       1
     728,       8,       6
     729,       9
     730,       9,       1
     731,       9,       1,       1
     732,       9,       1,       1,       1
     733,       9,       1,       1,       1,       1
     734,       7,       5,       5,       5,       2,       2
     735,       7,       5,       5,       5,       2,       2,       1
     736,       8,       6,       2
     737,       9,       2
     738,       9,       2,       1
     739,       9,       2,       1,       1
     740,       7,       7,       3,       3
     741,       7,       7,       3,       3,       1
     742,       7,       7,       3,       3,       1,       1
     743,       6,       5,       5,       5,       5,       3
     744,       8,       6,       2,       2
     745,       9,       2,       2
     746,       9,       2,       2,       1
     747,       9,       2,       2,       1,       1
     748,       7,       6,       5,       4
     749,       7,       6,       5,       4,       1
     750,       7,       7,       4
     751,       7,       7,       4,       1
     752,       7,       7,       4,       1,       1
     753,       9,       2,       2,       2
     754,       9,       2,       2,       2,       1
     755,       8,       6,       3
     756,       9,       3
     757,       9,       3,       1
     758,       7,       7,       4,       2
     759,       7,       7,       4,       2,       1
     760,       7,       7,       4,       2,       1,       1
     761,       9,       2,       2,       2,       2
     762,       8,       5,       5
     763,       8,       5,       5,       1
     764,       9,       3,       2
     765,       8,       5,       4,       4
     766,       7,       7,       4,       2,       2
     767,       7,       7,       3,       3,       3
     768,       8,       4,       4,       4,       4
     769,       8,       4,       4,       4,       4,       1
     770,       8,       5,       5,       2
     771,       8,       5,       5,       2,       1
     772,       9,       3,       2,       2
     773,       6,       6,       6,       5
     774,       6,       6,       6,       5,       1
     775,       7,       6,       6
     776,       7,       6,       6,       1
     777,       7,       7,       4,       3
     778,       7,       7,       4,       3,       1
     779,       7,       7,       4,       3,       1,       1
     780,       9,       3,       2,       2,       2
     781,       6,       6,       6,       5,       2
     782,       8,       6,       3,       3
     783,       9,       3,       3
     784,       9,       3,       3,       1
     785,       7,       7,       4,       3,       2
     786,       7,       7,       4,       3,       2,       1
     787,       7,       7,       4,       3,       2,       1,       1
     788,       9,       3,       2,       2,       2,       2
     789,       8,       5,       5,       3
     790,       8,       5,       5,       3,       1
     791,       9,       3,       3,       2
     792,       8,       6,       4
     793,       9,       4
     794,       9,       4,       1
     795,       9,       4,       1,       1
     796,       9,       4,       1,       1,       1
     797,       8,       5,       5,       3,       2
     798,       8,       5,       5,       3,       2,       1
     799,       9,       3,       3,       2,       2
     800,       8,       6,       4,       2
     801,       9,       4,       2
     802,       7,       6,       6,       3
     803,       7,       6,       6,       3,       1
     804,       7,       7,       4,       3,       3
     805,       7,       7,       4,       3,       3,       1
     806,       7,       7,       4,       3,       3,       1,       1
     807,       6,       6,       5,       5,       5
     808,       8,       6,       4,       2,       2
     809,       7,       6,       5,       5
     810,       9,       3,       3,       3
